model,rank_worst_log_loss,market_index,slug,question,winner_label,posterior,p_truth,log_loss,brier,confidence,correct_05
reversal_momentum_burst,5,13,elon-musk-of-tweets-april-2026-480-499,Will Elon Musk post 480-499 tweets in April 2026?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,6,15,will-fc-augsburg-win-the-202526-bundesliga,Will FC Augsburg win the 2025–26 Bundesliga?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,7,20,will-sbastien-lecornu-be-the-next-leader-out-before-2027,Will Sébastien Lecornu be the next leader out before 2027?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,8,22,will-kelly-loeffler-be-the-first-to-leave-the-trump-cabinet-before-2027-698,Will Kelly Loeffler be the first to leave the Trump Cabinet before 2027?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,9,27,will-the-party-for-the-animals-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,Will the Party for the Animals win the most seats in the 2025 Netherlands parliamentary election?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,10,33,usdai-fdv-above-2b-one-day-after-launch-781-438-328-773-699-574-523-191,USD.AI FDV above $2B one day after launch?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,11,36,will-january-be-the-best-month-for-bitcoin-in-2026,Will January be the best month for Bitcoin in 2026?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,12,40,will-the-phoenix-suns-win-the-nba-western-conference-finals,Will the Phoenix Suns win the NBA Western Conference Finals?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,13,45,will-dilan-yeilgz-zegerius-become-the-next-prime-minister-of-the-netherlands,Will Dilan Yeşilgöz-Zegerius become the next Prime Minister of the Netherlands?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,14,46,will-amzn-dip-to-168-in-april,Will Amazon dip to $168 in April?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,15,49,will-robert-f-kennedy-jr-be-the-next-to-leave-the-trump-cabinet-before-2027-625,Will Robert F. Kennedy Jr. be the next to leave the Trump Cabinet before 2027?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,16,53,will-monaco-win-the-202526-french-ligue-1,Will Monaco win the 2025–26 French Ligue 1?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,17,56,over-50m-committed-to-the-hurupay-public-sale-569-772-915-493-946-347-974,Over $50M committed to the Hurupay public sale?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,18,57,gensyn-fdv-above-1b-one-day-after-launch-668-823-685,Gensyn FDV above $1B one day after launch?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,19,58,will-rb-leipzig-win-the-202526-bundesliga,Will RB Leipzig win the 2025–26 Bundesliga?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,20,60,will-mohamed-salah-be-the-20252026-top-ucl-goal-scorer,Will Mohamed Salah be the 2025/2026 top UCL goal scorer?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,21,61,will-amzn-reach-296-in-april,Will Amazon reach $296 in April?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,22,63,elon-musk-of-tweets-april-2026-640-659,Will Elon Musk post 640-659 tweets in April 2026?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,23,65,nba-2025-26-coach-of-the-year-kenny-atkinson,Will Kenny Atkinson win the 2025–2026 NBA Coach of the Year?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,24,66,will-phantom-launch-a-token-by-march-31-2026,"Will Phantom launch a token by March 31, 2026?",No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,25,69,will-vfl-wolfsburg-win-the-202526-bundesliga,Will VfL Wolfsburg win the 2025–26 Bundesliga?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
